,average_price_per_area,price,area,bedrooms,airconditioning,bathrooms,guestroom,prefarea,furnishingstatus
86,663.1578947368421,5040000,7600,4,1,1,0,0,0
87,663.25,2653000,4000,3,1,1,0,0,0
88,665.0,2660000,4000,3,0,1,0,0,1
89,671.3836477987421,4270000,6360,2,0,1,0,0,0
90,672.8682170542636,4340000,6450,4,0,1,0,0,1
91,673.75,2695000,4000,2,0,1,0,0,0
92,676.1565836298932,2660000,3934,2,0,1,0,0,0
93,677.4193548387096,3360000,4960,4,0,1,0,0,1
94,679.4495412844037,3703000,5450,2,0,1,0,0,0
95,680.3630363036303,4123000,6060,2,0,1,0,0,1
96,682.0512820512821,5320000,7800,3,1,1,0,1,0
97,682.5,2730000,4000,3,0,1,0,0,0
98,683.59375,2975000,4352,4,0,1,0,0,0
99,684.4444444444445,3080000,4500,2,0,1,0,0,1
100,685.0,4795000,7000,3,0,1,0,0,0
101,688.1355932203389,4060000,5900,4,0,2,0,0,0
102,688.5964912280701,5495000,7980,3,0,1,0,0,1
103,690.0584795321637,4130000,5985,3,0,1,0,0,1
104,696.3350785340314,3325000,4775,4,0,1,0,0,0
105,698.4444444444445,3143000,4500,3,1,1,0,0,0
106,700.0,2450000,3500,2,0,1,1,0,0
107,700.0,2100000,3000,4,0,1,0,0,0
108,700.0,6300000,9000,3,0,1,0,1,0
109,703.3018867924528,4473000,6360,2,1,1,0,0,0
110,703.8764208685515,4830000,6862,3,1,1,0,1,0
111,707.070707070707,2800000,3960,3,0,1,0,0,0
112,707.3684210526316,3360000,4750,2,0,1,0,0,0
113,709.5088819226751,3395000,4785,3,1,1,1,0,0
114,711.6666666666666,2135000,3000,2,0,1,0,0,0
115,712.7272727272727,3920000,5500,4,0,1,1,0,1
116,712.8571428571429,3493000,4900,3,0,1,0,0,0
117,717.9487179487179,4200000,5850,2,0,1,1,0,1
118,719.4444444444445,2590000,3600,2,0,1,0,0,0
119,719.4444444444445,2590000,3600,2,0,2,0,0,0
120,723.3333333333334,3255000,4500,2,0,1,0,0,1
121,724.1379310344828,4200000,5800,3,0,1,0,0,1
122,724.3055555555555,5215000,7200,3,0,1,1,1,0
123,726.4150943396227,3850000,5300,5,0,2,0,0,1
124,726.4150943396227,2310000,3180,2,0,1,0,0,0
125,727.4247491638796,6090000,8372,3,1,1,0,0,0
126,729.1666666666666,4900000,6720,3,0,1,0,0,0
127,729.1666666666666,2380000,3264,2,0,1,0,0,0
128,731.25,4095000,5600,2,1,1,0,0,1
129,732.7823691460055,2660000,3630,3,0,3,1,0,0
130,736.3125,1767150,2400,3,0,1,0,0,1
131,736.8421052631579,3220000,4370,3,0,1,0,0,0
132,738.0381086803105,5229000,7085,3,0,1,1,1,1
133,738.0434782608696,4753000,6440,2,1,1,0,0,1
134,742.4242424242424,9800000,13200,3,1,1,0,1,0
135,745.3703703703703,4025000,5400,3,0,1,0,0,1
136,745.3703703703703,3220000,4320,3,0,1,0,0,0
137,750.5827505827506,6440000,8580,5,0,3,0,0,0
138,752.5,6020000,8000,3,1,1,1,1,1
139,753.0454042081949,4760000,6321,3,1,1,0,0,0
140,756.1728395061729,2450000,3240,2,0,1,1,0,0
141,760.8695652173913,3500000,4600,4,0,1,0,0,1
142,761.2574341546305,4480000,5885,2,1,1,0,0,0
143,763.2398753894081,2450000,3210,3,0,1,0,0,0
144,763.6363636363636,5040000,6600,3,0,1,1,1,0
145,763.6363636363636,4200000,5500,3,1,1,0,0,0
146,764.3678160919541,2660000,3480,2,0,1,0,0,1
147,769.2307692307693,3150000,4095,2,0,1,0,0,1
148,777.7777777777778,4900000,6300,3,1,1,0,0,1
149,780.4054054054054,6930000,8880,3,1,2,0,0,0
150,781.6666666666666,4690000,6000,2,1,1,0,0,0
151,784.2323651452282,3780000,4820,3,0,1,0,0,1
152,789.0909090909091,6510000,8250,3,1,2,0,0,0
153,790.2659307576517,3150000,3986,2,0,2,1,0,0
154,790.633608815427,2870000,3630,2,0,1,0,0,0
155,792.4528301886793,2520000,3180,3,0,1,0,0,0
156,793.3333333333334,3570000,4500,4,0,2,0,0,0
157,793.3333333333334,3570000,4500,2,0,1,0,0,0
158,794.8717948717949,5425000,6825,3,1,1,1,1,1
159,796.1711711711712,7070000,8880,2,1,1,0,0,1
160,799.6688741721854,4830000,6040,3,0,1,0,1,1
161,800.4347826086956,5523000,6900,3,0,1,1,1,1
162,801.1111111111111,3605000,4500,2,0,1,0,0,1
163,801.3157894736842,3045000,3800,2,0,1,0,0,0
164,802.6666666666666,3010000,3750,3,0,1,0,0,0
165,802.7522935779816,5250000,6540,4,1,2,0,0,1
166,803.2786885245902,2940000,3660,4,0,1,0,0,0
167,803.2786885245902,5390000,6710,3,0,2,1,1,0
168,805.0,7245000,9000,4,1,2,1,1,0
169,809.0909090909091,3115000,3850,3,0,1,0,0,0
170,812.8415300546449,5950000,7320,4,0,2,0,0,0
171,813.3012820512821,4060000,4992,3,0,2,0,0,0
172,813.3802816901408,4620000,5680,3,1,1,1,0,1
173,814.3564356435644,3290000,4040,2,0,1,0,0,0
174,815.5339805825242,3360000,4120,2,0,1,0,0,0
175,816.6666666666666,2940000,3600,3,0,1,0,0,0
176,816.6666666666666,2450000,3000,2,0,1,0,0,0
177,821.2290502793296,5880000,7160,3,0,1,0,1,0
178,822.8460793804454,5950000,7231,3,1,1,1,1,1
179,823.019801980198,3325000,4040,2,0,1,0,0,0
180,825.4716981132076,3500000,4240,3,1,1,0,0,1
181,827.2727272727273,5460000,6600,4,0,2,1,1,1
182,828.2442748091602,3255000,3930,2,0,1,0,0,0
183,828.3333333333334,2485000,3000,3,0,1,0,0,1
184,829.0,5803000,7000,3,0,1,0,1,1
185,829.2011019283748,3010000,3630,4,0,1,0,0,1
186,829.6906523201076,4935000,5948,3,1,1,0,0,1
187,832.9670329670331,2653000,3185,2,1,1,0,0,0
188,833.3333333333334,4200000,5040,3,1,1,0,0,0
189,834.5736434108527,5383000,6450,3,0,2,1,0,0
190,837.704918032787,5110000,6100,3,1,1,0,1,1
191,840.0,2520000,3000,2,0,1,0,0,0
192,844.8275862068965,4900000,5800,2,1,1,1,0,1
193,844.8275862068965,2940000,3480,3,0,1,0,0,1
194,847.2772277227723,3423000,4040,2,0,1,0,0,0
195,847.5783475783476,5950000,7020,3,1,1,0,1,1
196,848.4848484848484,5600000,6600,4,0,2,0,1,1
197,848.7237237237238,5652500,6660,4,0,2,1,1,1
198,848.8805970149253,4550000,5360,3,0,1,0,1,0
199,850.4672897196263,3640000,4280,2,1,1,0,0,1
200,853.9648367420165,2380000,2787,4,0,2,0,0,0
201,855.2631578947369,4550000,5320,3,0,1,1,1,1
202,857.5,3430000,4000,2,0,1,0,0,0
203,859.0909090909092,2835000,3300,3,0,1,0,0,1
204,860.5371900826447,4165000,4840,3,0,1,0,0,1
205,866.611570247934,5243000,6050,3,0,1,0,1,1
206,867.6160337552743,3290000,3792,4,0,1,0,0,1
207,868.5185185185185,4690000,5400,2,0,1,0,1,1
208,872.463768115942,6020000,6900,3,0,2,1,1,0
209,873.8191632928476,6475000,7410,3,1,1,1,1,0
210,875.0,2520000,2880,3,0,1,0,0,0
211,875.0,6300000,7200,3,1,2,0,0,1
212,875.0,2100000,2400,3,0,1,0,0,0
213,877.1929824561405,3500000,3990,3,0,1,0,0,1
214,879.2270531400966,5460000,6210,4,1,1,1,0,0
215,880.5031446540881,5600000,6360,3,0,1,0,1,1
216,881.3559322033898,3640000,4130,3,0,2,0,0,1
217,885.2525252525253,4382000,4950,4,1,1,0,0,1
218,885.2941176470588,6020000,6800,2,0,1,1,0,0
219,886.6666666666666,7980000,9000,4,1,2,0,0,0
220,886.6666666666666,3990000,4500,3,1,2,0,0,1
221,887.2377622377622,5075000,5720,2,1,1,0,1,0
222,888.4615384615385,3234000,3640,4,0,1,0,0,0
223,890.0,3115000,3500,2,0,1,0,0,0
224,890.5555555555554,4007500,4500,3,1,1,0,0,1
225,890.9090909090908,3430000,3850,3,0,1,0,0,0
226,891.6234887737479,4130000,4632,4,1,1,0,0,1
227,894.8453608247422,2604000,2910,2,0,1,0,0,0
228,894.9186991869917,4403000,4920,3,0,1,0,0,1
229,895.0819672131149,5460000,6100,3,1,1,1,1,1
230,895.4545454545456,6895000,7700,3,0,2,0,0,0
231,896.0,3360000,3750,3,0,1,0,0,0
232,900.0,3150000,3500,2,0,1,0,0,1
233,900.0,4410000,4900,2,0,1,0,0,1
234,901.25,3605000,4000,2,0,1,0,1,1
235,902.2540983606557,4403000,4880,3,0,1,0,1,0
236,902.5157232704403,5740000,6360,3,1,1,1,1,0
237,903.2258064516129,3360000,3720,2,1,1,0,0,0
238,904.6153846153845,5880000,6500,3,1,2,0,0,0
239,906.5573770491803,5530000,6100,3,0,2,0,1,0
240,907.1566731141199,4690000,5170,3,1,1,0,0,1
241,907.4074074074073,4900000,5400,4,0,1,0,0,1
242,909.7859327217126,5950000,6540,3,0,1,1,1,0
243,910.4208416833666,4543000,4990,4,0,2,1,1,0
244,911.8773946360154,5950000,6525,3,0,2,0,0,0
245,913.0434782608696,3150000,3450,3,0,1,0,0,1
246,913.0434782608696,3150000,3450,1,0,1,0,0,0
247,913.0434782608696,4200000,4600,3,1,2,0,0,1
248,916.0493827160495,3710000,4050,2,0,1,0,0,0
249,918.1818181818182,3535000,3850,3,0,1,0,0,0
250,918.3168316831683,3710000,4040,2,0,1,0,0,1
251,920.6349206349207,6090000,6615,4,0,2,1,0,1
252,922.1556886227545,4620000,5010,3,0,1,0,0,1
253,922.7272727272727,6090000,6600,3,0,1,1,1,1
254,926.7912772585671,5950000,6420,3,1,1,0,1,0
255,929.0123456790122,3010000,3240,3,0,1,0,0,1
256,932.6923076923078,3395000,3640,2,0,1,0,0,0
257,933.3333333333334,4200000,4500,3,0,1,0,0,0
258,933.3333333333334,2940000,3150,3,0,1,0,0,0
259,935.4838709677421,4060000,4340,3,0,1,0,0,1
260,938.8020833333334,7210000,7680,4,1,2,1,0,1
261,939.8148148148148,4060000,4320,3,0,1,0,1,0
262,943.6274509803922,3850000,4080,2,0,1,0,0,1
263,943.939393939394,6230000,6600,3,1,2,0,1,0
264,944.078947368421,2870000,3040,2,0,1,0,0,0
265,945.4022988505747,3290000,3480,4,0,1,0,0,1
266,946.4788732394367,8400000,8875,3,0,1,0,0,1
267,948.8888888888889,4270000,4500,2,1,1,0,0,0
268,950.0,2660000,2800,3,0,1,0,0,0
269,950.9629629629629,6419000,6750,2,0,1,1,1,0
270,951.3911096897986,5950000,6254,4,0,2,0,1,1
271,952.3809523809525,4200000,4410,2,0,1,0,0,0
272,953.4848484848484,6293000,6600,3,1,2,0,1,0
273,954.0498442367601,6125000,6420,3,0,1,0,1,0
274,954.5454545454544,5250000,5500,3,0,2,0,0,1
275,958.904109589041,3500000,3650,3,0,1,0,0,0
276,960.0,3360000,3500,4,1,1,0,0,0
277,961.5384615384615,3500000,3640,2,0,1,0,0,1
278,961.6161616161617,2380000,2475,3,0,1,0,0,0
279,962.5,5775000,6000,3,1,2,0,0,0
280,964.4444444444446,4340000,4500,3,0,2,0,0,0
281,972.2222222222223,3500000,3600,6,0,1,0,0,0
282,973.1707317073171,3990000,4100,4,0,1,0,0,0
283,974.1100323624594,3010000,3090,3,0,1,0,0,1
284,974.4318181818182,8575000,8800,3,1,2,0,0,0
285,975.5905511811022,6195000,6350,3,1,2,1,0,0
286,976.0119940029984,6510000,6670,3,0,1,0,1,0
287,978.4090909090908,4305000,4400,2,0,1,0,0,1
288,979.3577981651376,4270000,4360,4,0,1,0,0,0
289,979.5795795795796,4893000,4995,4,0,2,0,0,1
290,980.7692307692307,3570000,3640,2,0,1,0,0,0
291,984.0579710144928,3395000,3450,3,0,1,0,0,0
292,984.375,6300000,6400,3,1,1,1,1,1
293,985.1851851851852,3990000,4050,2,0,1,1,1,0
294,987.0,2961000,3000,2,0,1,0,0,1
295,989.6551724137931,5740000,5800,3,1,2,0,0,0
296,990.566037735849,5250000,5300,4,1,2,0,1,0
297,993.3481152993348,4480000,4510,4,1,1,0,0,1
298,996.5831435079726,3500000,3512,2,0,1,0,1,0
299,996.7637540453073,3080000,3090,2,0,1,1,0,0
300,996.9114619080303,5810000,5828,4,0,1,1,0,1
301,997.3118279569892,7420000,7440,3,1,2,1,1,1
302,997.3118279569892,7420000,7440,3,0,2,0,1,0
303,1000.0,3850000,3850,2,0,1,0,0,1
304,1003.1152647975077,4830000,4815,2,1,1,0,1,1
305,1005.7471264367816,3500000,3480,3,1,1,0,0,0
306,1007.5757575757576,3990000,3960,3,0,1,0,0,0
307,1012.396694214876,3675000,3630,2,1,1,0,0,0
308,1012.396694214876,3675000,3630,2,0,1,0,0,0
309,1012.8787878787878,6685000,6600,2,0,2,0,1,0
310,1013.6138613861388,4095000,4040,2,0,1,0,0,1
311,1018.1818181818182,5600000,5500,3,0,2,0,0,1
312,1019.6078431372549,3640000,3570,3,0,1,0,0,1
313,1020.8333333333334,3675000,3600,2,0,1,0,0,0
314,1020.8333333333334,4165000,4080,3,0,1,0,0,1
315,1022.8381374722837,4613000,4510,4,0,2,0,0,1
316,1023.0769230769231,6650000,6500,3,1,2,0,1,0
317,1026.392961876833,3150000,3069,2,0,1,0,0,0
318,1027.2536687631027,4900000,4770,3,0,1,1,0,1
319,1027.2536687631027,3920000,3816,2,1,1,0,0,0
320,1027.7777777777778,3885000,3780,2,0,1,1,0,1
321,1029.4117647058824,4165000,4046,3,0,1,0,0,1
322,1029.6641333660211,4200000,4079,3,0,1,0,0,1
323,1030.5555555555557,3710000,3600,3,0,1,0,0,0
324,1030.5555555555557,5565000,5400,5,1,1,1,1,0
325,1032.051282051282,3220000,3120,3,0,1,0,0,0
326,1032.1022727272727,3633000,3520,3,0,1,0,1,0
327,1034.090909090909,3640000,3520,2,0,2,0,0,1
328,1034.5911949685535,3290000,3180,4,1,1,0,0,0
329,1035.15625,3710000,3584,2,0,1,0,0,1
330,1035.8255451713396,6650000,6420,3,1,2,0,1,0
331,1038.3333333333333,3115000,3000,3,1,1,0,0,0
332,1044.1666666666667,6265000,6000,4,0,1,1,1,0
333,1048.5416666666667,5033000,4800,2,0,1,1,0,1
334,1050.0,6300000,6000,4,0,2,0,0,1
335,1050.0,4200000,4000,4,0,2,0,0,1
336,1050.0,3780000,3600,2,0,1,0,0,1
337,1054.1176470588234,8960000,8500,3,1,2,0,0,0
338,1054.6706844597504,4900000,4646,3,0,1,1,0,1
339,1054.9450549450548,3360000,3185,2,0,1,0,0,0
340,1056.6037735849056,2800000,2650,3,0,1,0,0,0
341,1056.6037735849056,8400000,7950,5,0,2,0,0,0
342,1061.7283950617284,3010000,2835,2,0,1,0,0,1
343,1062.962962962963,5740000,5400,4,1,2,0,0,0
344,1065.0306748466257,4340000,4075,3,0,1,1,0,1
345,1067.8181818181818,5873000,5500,3,1,1,1,0,0
346,1071.1805555555557,4319000,4032,2,0,1,0,0,0
347,1073.8636363636363,2835000,2640,2,0,1,0,0,0
348,1073.9130434782608,8645000,8050,3,1,1,1,0,0
349,1074.979951884523,8043000,7482,3,0,2,0,1,0
350,1076.1494252873563,3745000,3480,2,0,1,0,1,1
351,1076.923076923077,3430000,3185,2,0,1,0,0,0
352,1083.8709677419354,3360000,3100,3,0,1,0,0,1
353,1084.070796460177,4900000,4520,3,1,1,0,0,1
354,1085.648148148148,4690000,4320,3,0,1,0,1,1
355,1088.888888888889,2940000,2700,2,0,1,0,0,0
356,1090.342679127726,5600000,5136,3,1,1,1,1,0
357,1094.6502057613168,2660000,2430,3,0,1,0,0,0
358,1096.6666666666667,6580000,6000,3,1,2,0,0,1
359,1104.8333333333333,6629000,6000,3,0,1,0,1,1
360,1105.2631578947369,3780000,3420,2,0,1,0,0,1
361,1106.132075471698,7035000,6360,4,1,2,0,1,0
362,1108.0487804878048,4543000,4100,2,0,2,1,0,1
363,1108.3333333333333,6650000,6000,3,1,2,1,0,0
364,1108.8154269972451,4025000,3630,3,0,2,0,0,1
365,1108.9108910891089,4480000,4040,3,0,1,0,0,1
366,1110.576923076923,4620000,4160,3,1,1,1,0,0
367,1111.391129032258,4410000,3968,3,0,1,0,0,1
368,1111.764705882353,1890000,1700,3,0,1,0,0,0
369,1112.7717391304348,4095000,3680,3,0,2,0,0,1
370,1117.3076923076924,5810000,5200,3,1,1,0,0,1
371,1118.3908045977012,4865000,4350,2,0,1,0,0,0
372,1120.0,5600000,5000,3,0,1,0,0,0
373,1120.0,4480000,4000,3,0,1,0,0,0
374,1121.7948717948718,3500000,3120,3,0,1,0,0,0
375,1121.7948717948718,4375000,3900,3,0,1,0,0,0
376,1123.7458193979933,8400000,7475,3,1,2,0,0,0
377,1125.8333333333333,6755000,6000,4,1,2,0,0,0
378,1126.3636363636363,6195000,5500,3,0,2,1,1,0
379,1126.3636363636363,6195000,5500,3,1,2,1,0,1
380,1126.984126984127,4970000,4410,4,0,3,0,0,1
381,1130.2752293577983,6160000,5450,4,1,2,0,1,1
382,1132.3529411764705,3465000,3060,3,0,1,0,0,0
383,1132.7272727272727,6230000,5500,3,0,1,0,1,0
384,1133.0128205128206,7070000,6240,4,1,2,0,0,0
385,1133.3333333333333,3570000,3150,3,0,1,0,0,0
386,1134.8484848484848,7490000,6600,3,1,1,0,1,0
387,1138.4722222222222,4098500,3600,3,1,1,0,1,0
388,1143.3333333333333,6860000,6000,3,1,1,0,0,0
389,1144.6540880503144,3640000,3180,3,0,1,0,0,1
390,1145.0746268656717,3836000,3350,3,0,1,0,0,0
391,1146.25,4585000,4000,3,0,1,0,0,0
392,1148.0,5740000,5000,3,1,1,0,0,1
393,1148.7179487179487,2240000,1950,3,0,1,0,0,0
394,1148.9130434782608,5285000,4600,2,1,2,0,0,1
395,1152.832674571805,3500000,3036,3,0,1,0,0,1
396,1153.8461538461538,4200000,3640,3,0,2,0,0,0
397,1154.42,8080940,7000,3,1,2,0,0,0
398,1158.236994219653,4007500,3460,4,1,1,0,0,1
399,1158.888888888889,5215000,4500,4,1,2,0,0,1
400,1161.0576923076924,4830000,4160,3,0,1,0,0,0
401,1163.2947976878613,4025000,3460,3,1,2,0,0,0
402,1166.6666666666667,5600000,4800,5,0,2,0,0,0
403,1166.6666666666667,6650000,5700,3,1,1,1,1,0
404,1168.3333333333333,4907000,4200,3,0,1,0,0,0
405,1173.1225296442688,7420000,6325,3,1,1,0,0,0
406,1182.983682983683,10150000,8580,4,1,3,0,1,1
407,1184.6153846153845,9240000,7800,3,0,2,0,1,1
408,1185.3333333333333,4445000,3750,2,0,1,1,0,1
409,1186.8589743589744,3703000,3120,3,0,1,0,0,1
410,1187.1345029239767,8120000,6840,5,1,1,1,0,0
411,1188.2716049382716,7700000,6480,3,1,2,0,0,0
412,1189.3203883495146,4900000,4120,2,0,1,0,0,1
413,1190.0,7140000,6000,3,0,2,1,0,1
414,1190.721649484536,4620000,3880,3,0,2,0,0,1
415,1191.4893617021276,5600000,4700,4,1,1,1,0,0
416,1191.4893617021276,3920000,3290,2,0,1,0,0,0
417,1193.1818181818182,4200000,3520,3,0,1,0,1,1
418,1194.0104166666667,4585000,3840,3,0,1,0,1,1
419,1196.5811965811965,4900000,4095,3,1,1,1,0,1
420,1199.7019374068554,3220000,2684,2,1,1,0,0,0
421,1200.0,8400000,7000,3,1,1,0,0,1
422,1201.6666666666667,7210000,6000,3,1,2,1,0,0
423,1202.2900763358778,7875000,6550,3,1,1,0,1,0
424,1210.1063829787233,4550000,3760,3,0,1,0,0,1
425,1210.4166666666667,5810000,4800,3,1,1,0,0,0
426,1210.691823899371,3850000,3180,2,0,2,0,0,1
427,1211.111111111111,3815000,3150,2,0,2,0,0,1
428,1213.1376659678547,8680000,7155,3,1,2,1,0,0
429,1213.3333333333333,3640000,3000,2,1,1,0,0,0
430,1215.3623188405797,4193000,3450,3,0,1,0,0,1
431,1218.5185185185185,9870000,8100,4,1,1,1,1,0
432,1221.698113207547,3885000,3180,4,0,2,0,0,0
433,1222.0833333333333,5866000,4800,3,0,1,1,0,0
434,1225.0,7350000,6000,4,1,2,1,0,0
435,1225.0,7350000,6000,3,1,1,0,0,0
436,1225.0,7350000,6000,3,1,2,1,0,1
437,1229.9196787148594,12250000,9960,3,0,2,0,1,1
438,1232.394366197183,5250000,4260,4,1,1,0,0,0
439,1232.7044025157234,7840000,6360,3,1,2,0,1,0
440,1237.0689655172414,5740000,4640,4,0,1,0,0,1
441,1239.1067538126363,2275000,1836,2,0,1,0,0,1
442,1240.0,4340000,3500,4,0,1,0,0,0
443,1241.851851851852,3353000,2700,3,0,1,0,0,0
444,1242.9906542056074,4655000,3745,3,0,1,0,0,0
445,1250.0,4550000,3640,3,1,1,0,0,0
446,1254.1666666666667,7525000,6000,3,1,2,0,0,0
447,1257.9411764705883,4277000,3400,3,0,1,0,1,1
448,1260.0,7560000,6000,3,1,2,0,0,1
449,1260.0,7560000,6000,4,1,2,0,0,0
450,1264.7727272727273,5565000,4400,4,1,1,0,1,1
451,1274.3589743589744,4473000,3510,3,0,1,0,0,1
452,1277.1929824561403,3640000,2850,3,0,2,0,1,0
453,1282.6704545454545,4515000,3520,2,0,1,0,1,0
454,1283.3333333333333,7700000,6000,4,0,2,0,0,1
455,1286.3247863247864,4515000,3510,3,0,1,0,0,1
456,1288.0,6440000,5000,3,1,1,0,0,1
457,1292.0110192837465,4690000,3630,3,0,1,0,0,1
458,1292.6136363636363,4550000,3520,3,0,1,0,1,1
459,1300.604670558799,3118850,2398,3,0,1,0,1,1
460,1305.8103975535169,8540000,6540,4,1,2,1,1,0
461,1306.6666666666667,3920000,3000,3,0,1,0,0,1
462,1308.695652173913,4515000,3450,3,0,1,0,0,1
463,1314.176245210728,3430000,2610,3,0,1,0,1,0
464,1316.0,3290000,2500,2,1,1,0,0,0
465,1318.3333333333333,7910000,6000,4,1,2,0,0,1
466,1323.5294117647059,3780000,2856,3,0,1,0,1,0
467,1327.0833333333333,7962500,6000,3,1,1,1,0,0
468,1330.0,2660000,2000,2,0,1,0,0,1
469,1334.375,6405000,4800,3,1,2,1,0,0
470,1338.6454183266933,6720000,5020,3,1,1,0,1,0
471,1353.3333333333333,4060000,3000,4,1,1,0,0,1
472,1367.1875,12250000,8960,4,1,4,0,0,0
473,1368.888888888889,6160000,4500,3,1,1,0,0,0
474,1374.1610738255033,8190000,5960,3,0,3,1,0,0
475,1378.7878787878788,9100000,6600,4,1,2,1,1,0
476,1379.2834890965732,8855000,6420,3,1,2,0,1,1
477,1381.578947368421,5250000,3800,3,0,1,1,1,0
478,1393.859649122807,4767000,3420,4,0,2,0,0,1
479,1410.5,8463000,6000,3,1,2,1,1,1
480,1414.6110056925995,4473000,3162,3,1,1,0,0,0
481,1414.6511627906978,6083000,4300,6,0,2,0,0,0
482,1421.3740458015268,9310000,6550,4,1,2,0,1,1
